gameId,homeTeamId,awayTeamId
0022200822,1610612739,1610612765
0022200823,1610612764,1610612766
0022200824,1610612738,1610612755
0022200826,1610612761,1610612759
0022200825,1610612748,1610612754
0022200827,1610612745,1610612758
0022200828,1610612762,1610612750
0022200829,1610612746,1610612742
0022200830,1610612757,1610612744
